name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Lewis and Clark,Lewis and Clark National Historical Park,lewi,2666104A-6685-4F93-9412-8091007BEF6C,National Historical Park,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,46.21178735,-123.9638583,Astoria,OR,97103,Christmas Eve Day,2025-12-25,2025-12-25
Lewis and Clark,Lewis and Clark National Historical Park,lewi,2666104A-6685-4F93-9412-8091007BEF6C,National Historical Park,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,46.21178735,-123.9638583,Astoria,OR,97103,Christmas Day,2025-12-25,2025-12-25
Lincoln Home,Lincoln Home National Historic Site,liho,FF52F034-53E3-4F36-AA31-4BEBCC5F007A,National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",39.79715642,-89.64513397,Springfield,IL,62701,Closed Thanksgiving Day,2025-11-27,2025-11-27
Lincoln Home,Lincoln Home National Historic Site,liho,FF52F034-53E3-4F36-AA31-4BEBCC5F007A,National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",39.79715642,-89.64513397,Springfield,IL,62701,Closed Christmas Eve,2025-12-24,2025-12-24
Lincoln Home,Lincoln Home National Historic Site,liho,FF52F034-53E3-4F36-AA31-4BEBCC5F007A,National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",39.79715642,-89.64513397,Springfield,IL,62701,Closed Christmas Day,2025-12-25,2025-12-25
Lincoln Home,Lincoln Home National Historic Site,liho,FF52F034-53E3-4F36-AA31-4BEBCC5F007A,National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",39.79715642,-89.64513397,Springfield,IL,62701,Closed New Years Day,2026-01-01,2026-01-01
Little Bighorn Battlefield,Little Bighorn Battlefield National Monument,libi,415AA3E1-CE8A-4A24-BD69-451C87107AA4,National Monument,"This land is a place to honor and reflect on the sacrifices made here on June 25 and 26, 1876, when Lakota, Cheyenne, and Arapaho warriors fought against a deliberate attack by the U.S. Army's 7th Cavalry, led by Lt. Col. George Custer, who sought to enforce policies that threatened their traditional way of life. How are the results of the battle felt in the West and Indigenous communities today?",45.55633048,-107.4183614,Crow Agency,MT,59022,Closed for Thanksgiving,2025-11-27,2025-11-27
Little Bighorn Battlefield,Little Bighorn Battlefield National Monument,libi,415AA3E1-CE8A-4A24-BD69-451C87107AA4,National Monument,"This land is a place to honor and reflect on the sacrifices made here on June 25 and 26, 1876, when Lakota, Cheyenne, and Arapaho warriors fought against a deliberate attack by the U.S. Army's 7th Cavalry, led by Lt. Col. George Custer, who sought to enforce policies that threatened their traditional way of life. How are the results of the battle felt in the West and Indigenous communities today?",45.55633048,-107.4183614,Crow Agency,MT,59022,Closed for the Holiday Season,2025-12-25,2025-12-25
Little Bighorn Battlefield,Little Bighorn Battlefield National Monument,libi,415AA3E1-CE8A-4A24-BD69-451C87107AA4,National Monument,"This land is a place to honor and reflect on the sacrifices made here on June 25 and 26, 1876, when Lakota, Cheyenne, and Arapaho warriors fought against a deliberate attack by the U.S. Army's 7th Cavalry, led by Lt. Col. George Custer, who sought to enforce policies that threatened their traditional way of life. How are the results of the battle felt in the West and Indigenous communities today?",45.55633048,-107.4183614,Crow Agency,MT,59022,Closed for the New Years Day,2026-01-01,2026-01-01
Little Rock Central High School,Little Rock Central High School National Historic Site,chsc,5C51E54A-BCDA-4186-96C3-1B896C3CDFCB,National Historic Site,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking education around the world.",34.7369465,-92.29987899,Little Rock,AR,72202-5212,Thanksgiving Day,2025-11-27,2025-11-27
Little Rock Central High School,Little Rock Central High School National Historic Site,chsc,5C51E54A-BCDA-4186-96C3-1B896C3CDFCB,National Historic Site,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking education around the world.",34.7369465,-92.29987899,Little Rock,AR,72202-5212,Christmas Day,2025-12-25,2025-12-25
Little Rock Central High School,Little Rock Central High School National Historic Site,chsc,5C51E54A-BCDA-4186-96C3-1B896C3CDFCB,National Historic Site,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking education around the world.",34.7369465,-92.29987899,Little Rock,AR,72202-5212,New Year's Day,2026-01-01,2026-01-01
Longfellow House Washington's Headquarters,Longfellow House Washington's Headquarters National Historic Site,long,CE9470A1-A8D7-49DE-A555-1A32FBBAB0FF,National Historic Site,"Longfellow House-Washington's Headquarters National Historic Site preserves a remarkable Georgian house whose occupants shaped our nation. It was a site of colonial enslavement and community activism, George Washington’s first long-term headquarters of the American Revolution, and the place where Henry Wadsworth Longfellow wrote his canon of 19th-century American literature.",42.37698854,-71.12636956,Cambridge,MA,02138,"Closed October 29, 2024 through late May 2025",2025-10-29,2026-05-22
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,"Spring Season (April 26,2025 – June 14, 2025)",2026-04-26,2026-06-14
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,Thanksgiving,2025-11-27,2025-11-27
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,"Winter Season (November 30, 2024 through April 25, 2025)",2025-11-30,2026-04-25
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,Christmas Eve,2025-12-24,2025-12-24
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,Christmas Eve and Day,2025-12-25,2025-12-25
Lowell,Lowell National Historical Park,lowe,FA6450A4-D2F1-4B35-9817-EA01918597A6,National Historical Park,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.",42.6455371,-71.31588673,Lowell,MA,01852,New Years Day,2026-01-01,2026-01-01
Lower East Side Tenement Museum,Lower East Side Tenement Museum National Historic Site,loea,3725FD28-4693-481E-888C-855484E73800,National Historic Site,"The Tenement Museum tells the stories of working-class tenement residents, who moved to New York City from other countries and other parts of the country. Their work helped build the city and nation, and their stories help us understand our history. The museum shares these stories through guided tours of recreated tenement apartments, neighborhood walking tours, and virtual tours and programs.",40.7187683,-73.99001245,New York,NY,10002,Thanksgiving,2025-11-27,2025-11-27
Lower East Side Tenement Museum,Lower East Side Tenement Museum National Historic Site,loea,3725FD28-4693-481E-888C-855484E73800,National Historic Site,"The Tenement Museum tells the stories of working-class tenement residents, who moved to New York City from other countries and other parts of the country. Their work helped build the city and nation, and their stories help us understand our history. The museum shares these stories through guided tours of recreated tenement apartments, neighborhood walking tours, and virtual tours and programs.",40.7187683,-73.99001245,New York,NY,10002,Christmas,2025-12-25,2025-12-25
Lyndon B Johnson,Lyndon B Johnson National Historical Park,lyjo,ECDFABE2-6448-46EA-886E-FE79ACBBF16E,National Historical Park,"Lyndon B. Johnson National Historical Park tells the story of our 36th president beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",30.2519655,-98.60692433,Johnson City,TX,78636,Thanksgiving,2025-11-27,2025-11-27
Lyndon B Johnson,Lyndon B Johnson National Historical Park,lyjo,ECDFABE2-6448-46EA-886E-FE79ACBBF16E,National Historical Park,"Lyndon B. Johnson National Historical Park tells the story of our 36th president beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",30.2519655,-98.60692433,Johnson City,TX,78636,Christmas,2025-12-25,2025-12-25
Lyndon B Johnson,Lyndon B Johnson National Historical Park,lyjo,ECDFABE2-6448-46EA-886E-FE79ACBBF16E,National Historical Park,"Lyndon B. Johnson National Historical Park tells the story of our 36th president beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",30.2519655,-98.60692433,Johnson City,TX,78636,New Year's Day,2026-01-01,2026-01-01
Maggie L Walker,Maggie L Walker National Historic Site,mawa,70090004-4DA3-4E20-8F70-9DE064C2AA69,National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",37.54781499,-77.43746979,Richmond,VA,23219,Thanksgiving Closure,2025-11-27,2025-11-27
Maggie L Walker,Maggie L Walker National Historic Site,mawa,70090004-4DA3-4E20-8F70-9DE064C2AA69,National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",37.54781499,-77.43746979,Richmond,VA,23219,Christmas Day Closure,2025-12-25,2025-12-25
Maggie L Walker,Maggie L Walker National Historic Site,mawa,70090004-4DA3-4E20-8F70-9DE064C2AA69,National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",37.54781499,-77.43746979,Richmond,VA,23219,New Years Day Closure,2026-01-01,2026-01-01
Mammoth Cave,Mammoth Cave National Park,maca,6A1737A1-6848-4087-AAF7-68A427247357,National Park,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Region.",37.19760458,-86.13090198,Mammoth Cave,KY,42259-0007,Columbus Day Holiday Closure,2026-10-13,2026-10-13
Mammoth Cave,Mammoth Cave National Park,maca,6A1737A1-6848-4087-AAF7-68A427247357,National Park,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Region.",37.19760458,-86.13090198,Mammoth Cave,KY,42259-0007,Veterans Day Holiday Closure,2025-11-11,2025-11-11
Mammoth Cave,Mammoth Cave National Park,maca,6A1737A1-6848-4087-AAF7-68A427247357,National Park,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Region.",37.19760458,-86.13090198,Mammoth Cave,KY,42259-0007,Thanksgiving Holiday Closure,2025-11-27,2025-11-27
Mammoth Cave,Mammoth Cave National Park,maca,6A1737A1-6848-4087-AAF7-68A427247357,National Park,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Region.",37.19760458,-86.13090198,Mammoth Cave,KY,42259-0007,Christmas Holiday Closure,2025-12-25,2025-12-25
"Martin Luther King, Jr.","Martin Luther King, Jr. National Historical Park",malu,59636FCE-DE81-4D98-890C-585BD48F9AD0,National Historical Park,"Welcome to Martin Luther King, Jr. National Historical Park & Preservation District where a young boy grows up in a time of segregation. He was moved by destiny to lead the modern civil rights movement. This was Martin Luther King, Jr. Explore his roots, walk in his footsteps, visit the home of his birth, and where he played as a child. Hear his voice in the church where he changed the world.",33.75618241,-84.37256768,Atlanta,GA,30312,Thanksgiving Day,2025-11-27,2025-11-27
"Martin Luther King, Jr.","Martin Luther King, Jr. National Historical Park",malu,59636FCE-DE81-4D98-890C-585BD48F9AD0,National Historical Park,"Welcome to Martin Luther King, Jr. National Historical Park & Preservation District where a young boy grows up in a time of segregation. He was moved by destiny to lead the modern civil rights movement. This was Martin Luther King, Jr. Explore his roots, walk in his footsteps, visit the home of his birth, and where he played as a child. Hear his voice in the church where he changed the world.",33.75618241,-84.37256768,Atlanta,GA,30312,Christmas Holiday,2025-12-25,2025-12-25
"Martin Luther King, Jr.","Martin Luther King, Jr. National Historical Park",malu,59636FCE-DE81-4D98-890C-585BD48F9AD0,National Historical Park,"Welcome to Martin Luther King, Jr. National Historical Park & Preservation District where a young boy grows up in a time of segregation. He was moved by destiny to lead the modern civil rights movement. This was Martin Luther King, Jr. Explore his roots, walk in his footsteps, visit the home of his birth, and where he played as a child. Hear his voice in the church where he changed the world.",33.75618241,-84.37256768,Atlanta,GA,30312,New Year's Day,2026-01-01,2026-01-01
Mary McLeod Bethune Council House,Mary McLeod Bethune Council House National Historic Site,mamc,1D530576-5363-4264-9A26-1C0809DB0B6A,National Historic Site,"Mary McLeod Bethune achieved her greatest recognition at the Washington, DC townhouse that is now this National Historic Site. The Council House was the first headquarters of the National Council of Negro Women (NCNW) and was Bethune’s last home in Washington, DC. From here, Bethune and the NCNW spearheaded strategies and developed programs that advanced the interests of African American women.",38.90819107,-77.03096742,Washington,DC,20005,Thanksgiving Day,2025-11-27,2025-11-27
Mary McLeod Bethune Council House,Mary McLeod Bethune Council House National Historic Site,mamc,1D530576-5363-4264-9A26-1C0809DB0B6A,National Historic Site,"Mary McLeod Bethune achieved her greatest recognition at the Washington, DC townhouse that is now this National Historic Site. The Council House was the first headquarters of the National Council of Negro Women (NCNW) and was Bethune’s last home in Washington, DC. From here, Bethune and the NCNW spearheaded strategies and developed programs that advanced the interests of African American women.",38.90819107,-77.03096742,Washington,DC,20005,Christmas Day,2025-12-25,2025-12-25
Mary McLeod Bethune Council House,Mary McLeod Bethune Council House National Historic Site,mamc,1D530576-5363-4264-9A26-1C0809DB0B6A,National Historic Site,"Mary McLeod Bethune achieved her greatest recognition at the Washington, DC townhouse that is now this National Historic Site. The Council House was the first headquarters of the National Council of Negro Women (NCNW) and was Bethune’s last home in Washington, DC. From here, Bethune and the NCNW spearheaded strategies and developed programs that advanced the interests of African American women.",38.90819107,-77.03096742,Washington,DC,20005,New Year's Day,2026-01-01,2026-01-01
Mill Springs Battlefield,Mill Springs Battlefield National Monument,misp,0260D050-761A-4446-AB05-641986F9FDFB,National Monument,The US won a significant victory early in the Civil War at the Battle of Mill Springs. Explore the rolling fields of Kentucky where the battle took place and learn about that state's strategic importance to both sides of the fight.,37.0688158602,-84.7375361304,Nancy,KY,42544,Thanksgiving Day,2025-11-27,2025-11-27
Mill Springs Battlefield,Mill Springs Battlefield National Monument,misp,0260D050-761A-4446-AB05-641986F9FDFB,National Monument,The US won a significant victory early in the Civil War at the Battle of Mill Springs. Explore the rolling fields of Kentucky where the battle took place and learn about that state's strategic importance to both sides of the fight.,37.0688158602,-84.7375361304,Nancy,KY,42544,Christmas Day,2025-12-25,2025-12-25
Mill Springs Battlefield,Mill Springs Battlefield National Monument,misp,0260D050-761A-4446-AB05-641986F9FDFB,National Monument,The US won a significant victory early in the Civil War at the Battle of Mill Springs. Explore the rolling fields of Kentucky where the battle took place and learn about that state's strategic importance to both sides of the fight.,37.0688158602,-84.7375361304,Nancy,KY,42544,New Year's Day,2026-01-01,2026-01-01
Minuteman Missile,Minuteman Missile National Historic Site,mimi,5DE19B04-85AD-4C3A-93BF-A0D484B1AD91,National Historic Site,"During the Cold War, a vast arsenal of nuclear missiles were placed in the Great Plains. Hidden in plain sight, for thirty years 1,000 missiles were kept on constant alert; hundreds remain today. The Minuteman Missile remains an iconic weapon in the American nuclear arsenal. It holds the power to destroy civilization, but is meant as a nuclear deterrent to maintain peace and prevent war.",43.89558013,-102.0272131,Philip,SD,57567,Labor Day,2026-09-07,2026-09-07
Monocacy,Monocacy National Battlefield,mono,8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,National Battlefield,"During the summer of 1864, the Confederacy carried out a bold plan to turn the tide of the Civil War in their favor. They planned to capture Washington, DC and influence the election of 1864. On July 9, however, Federal soldiers outnumbered three to one, fought gallantly along the banks of the Monocacy River in an effort to buy time for Union reinforcement to arrive in Washington, DC.",39.36084236,-77.39637677,Frederick,MD,21704,Thanksgiving Day,2025-11-27,2025-11-27
Monocacy,Monocacy National Battlefield,mono,8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,National Battlefield,"During the summer of 1864, the Confederacy carried out a bold plan to turn the tide of the Civil War in their favor. They planned to capture Washington, DC and influence the election of 1864. On July 9, however, Federal soldiers outnumbered three to one, fought gallantly along the banks of the Monocacy River in an effort to buy time for Union reinforcement to arrive in Washington, DC.",39.36084236,-77.39637677,Frederick,MD,21704,Christmas Day,2025-12-25,2025-12-25
Monocacy,Monocacy National Battlefield,mono,8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,National Battlefield,"During the summer of 1864, the Confederacy carried out a bold plan to turn the tide of the Civil War in their favor. They planned to capture Washington, DC and influence the election of 1864. On July 9, however, Federal soldiers outnumbered three to one, fought gallantly along the banks of the Monocacy River in an effort to buy time for Union reinforcement to arrive in Washington, DC.",39.36084236,-77.39637677,Frederick,MD,21704,New Year's Day,2026-01-01,2026-01-01
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Mardi Gras,2026-02-17,2026-02-17
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Columbus Day,2026-10-13,2026-10-13
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,New Year's Day,2026-01-01,2026-01-01
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Veterans Day,2025-11-11,2025-11-11
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,CLOSED - Thanksgiving Day,2025-11-27,2025-11-27
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Thanksgiving Day,2025-11-27,2025-11-27
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,CLOSED - Christmas,2025-12-25,2025-12-25
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Christmas Day,2025-12-25,2025-12-25
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,"Birthday of Martin Luther King, Jr.",2026-01-19,2026-01-19
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,CLOSED - President's Day,2026-02-16,2026-02-16
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,OPEN - Memorial Day,2026-05-25,2026-05-25
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Juneteenth National Independence Day,2026-06-19,2026-06-19
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Juneteenth,2026-06-19,2026-06-19
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,CLOSED - Juneteenth,2026-06-19,2026-06-19
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Independence Day,2026-07-04,2026-07-04
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,OPEN - Independence Day,2026-07-04,2026-07-04
